invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I301852,C178295,Male,34,Clothing,5,1500.4,Debit Card,03-01-2023,Zorlu Center
I272218,C353430,Female,68,Cosmetics,3,121.98,Debit Card,03-01-2023,Kanyon
I452106,C175069,Female,54,Food & Beverage,2,10.46,Cash,03-01-2023,Istinye Park
I137545,C186386,Male,23,Books,2,30.3,Debit Card,03-01-2023,Emaar Square Mall
I224644,C231310,Female,42,Books,1,15.15,Debit Card,03-01-2023,Mall of Istanbul
I197816,C538385,Female,23,Clothing,1,300.08,Cash,03-01-2023,Zorlu Center
I225110,C224238,Male,59,Clothing,1,300.08,Cash,03-01-2023,Cevahir AVM
I428115,C123115,Male,24,Shoes,5,3000.85,Credit Card,03-01-2023,Mall of Istanbul
I598777,C244800,Female,40,Books,5,75.75,Cash,03-01-2023,Kanyon
I678917,C837399,Male,58,Clothing,2,600.16,Cash,03-01-2023,Mall of Istanbul
I758920,C319870,Female,64,Cosmetics,3,121.98,Cash,03-01-2023,Metrocity
I231038,C116005,Female,65,Clothing,4,1200.32,Debit Card,03-01-2023,Mall of Istanbul
I115967,C211723,Female,41,Souvenir,5,58.65,Credit Card,03-01-2023,Kanyon
I220173,C706846,Female,66,Clothing,5,1500.4,Credit Card,03-01-2023,Cevahir AVM
I239151,C760069,Female,55,Clothing,3,900.24,Credit Card,03-01-2023,Kanyon
I154452,C294800,Female,21,Technology,5,5250,Credit Card,03-01-2023,Kanyon
I970865,C295111,Male,26,Toys,3,107.52,Cash,03-01-2023,Kanyon
I228629,C272055,Female,41,Cosmetics,2,81.32,Credit Card,03-01-2023,Kanyon
I192397,C240478,Female,23,Toys,3,107.52,Credit Card,03-01-2023,Istinye Park
I121116,C190715,Male,21,Shoes,4,2400.68,Credit Card,03-01-2023,Emaar Square Mall
I550315,C157713,Female,24,Clothing,4,1200.32,Debit Card,03-01-2023,Metropol AVM
I230533,C179879,Male,46,Food & Beverage,5,26.15,Debit Card,03-01-2023,Istinye Park
I921327,C676443,Male,40,Clothing,2,600.16,Credit Card,03-01-2023,Metropol AVM
I187872,C160760,Male,59,Technology,3,3150,Cash,03-01-2023,Kanyon
I192257,C133006,Female,22,Clothing,3,900.24,Cash,03-01-2023,Metrocity
I189708,C206772,Male,50,Shoes,5,3000.85,Credit Card,03-01-2023,Istinye Park
I236993,C249525,Female,55,Toys,3,107.52,Cash,03-01-2023,Kanyon
I323700,C560147,Male,39,Clothing,2,600.16,Debit Card,03-01-2023,Mall of Istanbul
I338533,C189192,Male,58,Clothing,1,300.08,Cash,03-01-2023,Kanyon
I217330,C198096,Female,63,Food & Beverage,3,15.69,Cash,03-01-2023,Kanyon
I136950,C126313,Female,27,Food & Beverage,4,20.92,Credit Card,03-01-2023,Metrocity
I250811,C558536,Female,47,Toys,5,179.2,Credit Card,03-01-2023,Metrocity
I362723,C537029,Female,32,Toys,2,71.68,Credit Card,03-01-2023,Metropol AVM
I173005,C187273,Female,42,Clothing,3,900.24,Cash,03-01-2023,Metrocity
I130543,C126099,Female,36,Cosmetics,4,162.64,Cash,03-01-2023,Mall of Istanbul
I805982,C432230,Male,35,Clothing,2,600.16,Credit Card,03-01-2023,Kanyon
I310775,C179677,Female,46,Clothing,1,300.08,Credit Card,03-01-2023,Kanyon
I162154,C118448,Male,25,Toys,2,71.68,Credit Card,03-01-2023,Forum Istanbul
I170082,C126587,Male,57,Shoes,3,1800.51,Credit Card,03-01-2023,Forum Istanbul
I232048,C114650,Female,65,Clothing,4,1200.32,Cash,03-01-2023,Mall of Istanbul
I896529,C109714,Female,61,Food & Beverage,4,20.92,Cash,03-01-2023,Istinye Park
I111463,C133990,Female,30,Cosmetics,2,81.32,Debit Card,03-01-2023,Viaport Outlet
I199228,C199876,Male,54,Cosmetics,3,121.98,Debit Card,03-01-2023,Mall of Istanbul
I119938,C690330,Male,28,Clothing,2,600.16,Debit Card,03-01-2023,Metropol AVM
I106907,C380681,Male,26,Food & Beverage,2,10.46,Debit Card,03-01-2023,Kanyon
I252941,C195959,Female,49,Food & Beverage,5,26.15,Cash,03-01-2023,Istinye Park
I849925,C319508,Female,47,Food & Beverage,1,5.23,Cash,03-01-2023,Emaar Square Mall
I213923,C209017,Female,67,Toys,5,179.2,Cash,03-01-2023,Kanyon
I143518,C160758,Male,50,Food & Beverage,5,26.15,Cash,03-01-2023,Metrocity
I131798,C274558,Female,21,Food & Beverage,5,26.15,Cash,03-01-2023,Cevahir AVM
I326780,C224578,Female,64,Clothing,3,900.24,Credit Card,03-01-2023,Metrocity
I156222,C465578,Male,63,Clothing,1,300.08,Cash,03-01-2023,Mall of Istanbul
I104080,C561284,Male,19,Food & Beverage,5,26.15,Credit Card,03-01-2023,Kanyon
I723510,C290402,Female,26,Clothing,4,1200.32,Cash,03-01-2023,Forum Istanbul
I883196,C309715,Male,54,Souvenir,1,11.73,Cash,03-01-2023,Metrocity
I204319,C141246,Female,65,Books,1,15.15,Cash,03-01-2023,Mall of Istanbul
I222794,C158982,Female,41,Clothing,1,300.08,Debit Card,03-01-2023,Mall of Istanbul
I294015,C294007,Male,23,Clothing,2,600.16,Cash,03-01-2023,Mall of Istanbul
I337546,C154434,Female,26,Souvenir,4,46.92,Debit Card,03-01-2023,Kanyon
I320548,C236986,Female,60,Shoes,2,1200.34,Cash,03-01-2023,Viaport Outlet
I205146,C105149,Female,18,Clothing,4,1200.32,Credit Card,03-01-2023,Emaar Square Mall
I135263,C190449,Female,39,Cosmetics,5,203.3,Cash,03-01-2023,Viaport Outlet
I168011,C206528,Female,66,Cosmetics,1,40.66,Cash,03-01-2023,Metrocity
I747385,C319874,Female,30,Clothing,2,600.16,Cash,03-01-2023,Metrocity
I996507,C961954,Female,51,Technology,3,3150,Cash,03-01-2023,Metropol AVM
I266682,C852739,Male,53,Toys,4,143.36,Cash,03-01-2023,Istinye Park
I223406,C262981,Male,26,Cosmetics,4,162.64,Cash,03-01-2023,Istinye Park
I759775,C253525,Female,55,Books,1,15.15,Credit Card,03-01-2023,Forum Istanbul
I876134,C285034,Male,34,Shoes,3,1800.51,Cash,03-01-2023,Metrocity
I288093,C245464,Male,38,Food & Beverage,3,15.69,Credit Card,03-01-2023,Metrocity
I209906,C288506,Male,39,Shoes,4,2400.68,Debit Card,03-01-2023,Mall of Istanbul
I190654,C246343,Male,56,Clothing,1,300.08,Cash,03-01-2023,Viaport Outlet
I314486,C117313,Male,23,Food & Beverage,5,26.15,Cash,03-01-2023,Mall of Istanbul
I164949,C200990,Female,39,Clothing,5,1500.4,Cash,03-01-2023,Viaport Outlet
I143241,C147312,Female,39,Cosmetics,1,40.66,Debit Card,03-01-2023,Metrocity
I911594,C402056,Female,48,Technology,4,4200,Credit Card,03-01-2023,Metrocity
I113391,C176920,Male,28,Food & Beverage,2,10.46,Cash,03-01-2023,Metrocity
I256712,C119455,Male,37,Clothing,3,900.24,Credit Card,03-01-2023,Mall of Istanbul
I305280,C173801,Male,57,Cosmetics,3,121.98,Cash,03-01-2023,Istinye Park
I209353,C159818,Female,19,Food & Beverage,1,5.23,Debit Card,03-01-2023,Mall of Istanbul
I179937,C570371,Male,43,Clothing,4,1200.32,Cash,03-01-2023,Emaar Square Mall
I126526,C227720,Female,64,Clothing,2,600.16,Credit Card,03-01-2023,Metrocity
I197936,C980201,Male,51,Clothing,4,1200.32,Cash,03-01-2023,Forum Istanbul
I142376,C285937,Male,69,Clothing,5,1500.4,Debit Card,03-01-2023,Metropol AVM
I115567,C256373,Male,54,Toys,3,107.52,Credit Card,03-01-2023,Metropol AVM
I196202,C709869,Male,22,Technology,2,2100,Cash,03-01-2023,Mall of Istanbul
I244800,C255628,Male,51,Clothing,5,1500.4,Credit Card,03-01-2023,Istinye Park
I306840,C199488,Female,28,Shoes,1,600.17,Cash,03-01-2023,Mall of Istanbul
I307431,C281868,Male,58,Clothing,1,300.08,Cash,03-01-2023,Kanyon
I182157,C317102,Female,57,Clothing,2,600.16,Credit Card,03-01-2023,Metrocity
I582438,C883783,Female,23,Food & Beverage,1,5.23,Cash,03-01-2023,Forum Istanbul
I273996,C201972,Female,47,Clothing,3,900.24,Credit Card,03-01-2023,Mall of Istanbul
I191703,C874165,Male,57,Shoes,1,600.17,Cash,03-01-2023,Metrocity
I323220,C150125,Female,54,Toys,5,179.2,Credit Card,03-01-2023,Emaar Square Mall
I339732,C276887,Male,68,Food & Beverage,1,5.23,Credit Card,04-01-2023,Emaar Square Mall
I929854,C114606,Female,34,Shoes,1,600.17,Debit Card,04-01-2023,Metropol AVM
I314442,C851697,Female,39,Books,5,75.75,Credit Card,04-01-2023,Metropol AVM
I299362,C290907,Female,21,Clothing,1,300.08,Debit Card,04-01-2023,Mall of Istanbul
I141126,C168448,Female,43,Cosmetics,1,40.66,Credit Card,04-01-2023,Metropol AVM
I182667,C377947,Male,57,Food & Beverage,5,26.15,Cash,04-01-2023,Metropol AVM
I133584,C295124,Male,54,Clothing,1,300.08,Cash,04-01-2023,Metropol AVM
I262199,C141987,Male,46,Food & Beverage,4,20.92,Credit Card,04-01-2023,Forum Istanbul
I190933,C242763,Male,50,Food & Beverage,2,10.46,Credit Card,04-01-2023,Metrocity
I114473,C325050,Female,44,Shoes,2,1200.34,Cash,04-01-2023,Forum Istanbul
I177188,C101143,Male,46,Clothing,5,1500.4,Cash,04-01-2023,Istinye Park
I140105,C237024,Female,30,Souvenir,5,58.65,Cash,04-01-2023,Kanyon
I329543,C701005,Female,51,Clothing,5,1500.4,Credit Card,04-01-2023,Mall of Istanbul
I111724,C208385,Male,40,Clothing,1,300.08,Cash,04-01-2023,Zorlu Center
I255177,C313399,Female,56,Books,5,75.75,Cash,04-01-2023,Viaport Outlet
I292060,C234263,Female,54,Food & Beverage,3,15.69,Credit Card,04-01-2023,Zorlu Center
I704957,C274643,Female,28,Souvenir,2,23.46,Cash,04-01-2023,Mall of Istanbul
I321083,C818948,Female,61,Clothing,3,900.24,Cash,04-01-2023,Metropol AVM
I324740,C580162,Male,27,Clothing,5,1500.4,Credit Card,04-01-2023,Istinye Park
I260374,C264985,Male,25,Clothing,4,1200.32,Credit Card,04-01-2023,Metrocity
I221202,C325800,Male,57,Food & Beverage,4,20.92,Cash,04-01-2023,Istinye Park
I170509,C204402,Female,36,Food & Beverage,2,10.46,Credit Card,04-01-2023,Metrocity
I133511,C156966,Female,64,Cosmetics,5,203.3,Cash,04-01-2023,Mall of Istanbul
I180498,C320800,Female,32,Clothing,2,600.16,Credit Card,04-01-2023,Metropol AVM
I256952,C951516,Male,34,Shoes,2,1200.34,Debit Card,04-01-2023,Mall of Istanbul
I290638,C140606,Male,22,Clothing,2,600.16,Cash,04-01-2023,Mall of Istanbul
I167201,C450089,Female,45,Shoes,1,600.17,Cash,04-01-2023,Kanyon
I113077,C997497,Female,35,Clothing,1,300.08,Credit Card,04-01-2023,Kanyon
I188892,C891862,Female,26,Food & Beverage,3,15.69,Cash,04-01-2023,Mall of Istanbul
I917071,C151246,Female,26,Shoes,4,2400.68,Credit Card,04-01-2023,Forum Istanbul
I212592,C300318,Female,49,Technology,3,3150,Debit Card,04-01-2023,Metropol AVM
I198839,C172370,Male,54,Cosmetics,5,203.3,Cash,04-01-2023,Istinye Park
I325015,C284978,Female,37,Clothing,4,1200.32,Credit Card,04-01-2023,Cevahir AVM
I955083,C263335,Female,61,Clothing,2,600.16,Cash,04-01-2023,Istinye Park
I287233,C174588,Male,41,Technology,3,3150,Credit Card,04-01-2023,Zorlu Center
I180213,C882061,Female,58,Clothing,4,1200.32,Cash,04-01-2023,Metrocity
I926870,C145537,Female,36,Clothing,2,600.16,Cash,04-01-2023,Zorlu Center
I306283,C744021,Male,49,Shoes,2,1200.34,Debit Card,04-01-2023,Emaar Square Mall
I224308,C159542,Male,48,Toys,2,71.68,Debit Card,04-01-2023,Emaar Square Mall
I274388,C103647,Male,20,Clothing,5,1500.4,Cash,04-01-2023,Mall of Istanbul
I172759,C255239,Female,60,Technology,4,4200,Cash,04-01-2023,Forum Istanbul
I444846,C659211,Female,37,Toys,1,35.84,Credit Card,04-01-2023,Cevahir AVM
I750623,C166809,Male,37,Clothing,4,1200.32,Cash,04-01-2023,Viaport Outlet
I124317,C249563,Female,40,Clothing,2,600.16,Cash,04-01-2023,Mall of Istanbul
I640326,C245063,Female,56,Shoes,4,2400.68,Credit Card,04-01-2023,Forum Istanbul
I246608,C199611,Male,32,Clothing,2,600.16,Cash,04-01-2023,Istinye Park
I254374,C207195,Female,18,Clothing,1,300.08,Cash,04-01-2023,Istinye Park
I171051,C252784,Female,58,Clothing,3,900.24,Cash,04-01-2023,Metrocity
I907479,C266409,Male,53,Souvenir,3,35.19,Debit Card,04-01-2023,Kanyon
I673402,C247764,Male,60,Food & Beverage,5,26.15,Cash,04-01-2023,Istinye Park
I248657,C217405,Male,66,Clothing,4,1200.32,Credit Card,04-01-2023,Istinye Park
I208377,C482049,Female,21,Shoes,2,1200.34,Credit Card,04-01-2023,Mall of Istanbul
I100863,C302400,Male,35,Food & Beverage,2,10.46,Cash,04-01-2023,Emaar Square Mall
I285919,C636441,Male,47,Clothing,1,300.08,Credit Card,04-01-2023,Emaar Square Mall
I320926,C160191,Male,62,Clothing,3,900.24,Debit Card,04-01-2023,Metropol AVM
I165247,C169064,Female,23,Clothing,4,1200.32,Cash,04-01-2023,Mall of Istanbul
I571067,C418629,Male,33,Books,1,15.15,Credit Card,04-01-2023,Metrocity
I152764,C141118,Female,21,Clothing,5,1500.4,Credit Card,04-01-2023,Kanyon
I262036,C280857,Male,39,Toys,2,71.68,Cash,04-01-2023,Mall of Istanbul
I453798,C137918,Male,27,Clothing,1,300.08,Cash,04-01-2023,Metropol AVM
I318415,C205574,Male,18,Cosmetics,1,40.66,Debit Card,04-01-2023,Istinye Park
I231847,C253002,Female,46,Technology,5,5250,Cash,04-01-2023,Kanyon
I301211,C245655,Female,43,Clothing,2,600.16,Debit Card,04-01-2023,Mall of Istanbul
I303999,C176451,Male,44,Food & Beverage,2,10.46,Cash,04-01-2023,Metropol AVM
I299997,C322518,Male,22,Cosmetics,2,81.32,Debit Card,04-01-2023,Cevahir AVM
I172505,C245174,Female,36,Clothing,2,600.16,Debit Card,04-01-2023,Kanyon
I604837,C291415,Male,61,Shoes,4,2400.68,Cash,04-01-2023,Metropol AVM
I861258,C194025,Female,47,Cosmetics,4,162.64,Credit Card,04-01-2023,Metropol AVM
I172472,C100955,Male,48,Souvenir,3,35.19,Credit Card,04-01-2023,Mall of Istanbul
I203628,C301122,Female,29,Clothing,4,1200.32,Credit Card,04-01-2023,Mall of Istanbul
I119644,C201789,Male,46,Clothing,2,600.16,Credit Card,04-01-2023,Metropol AVM
I260905,C328400,Female,59,Clothing,3,900.24,Cash,04-01-2023,Zorlu Center
I337589,C106784,Male,41,Toys,2,71.68,Debit Card,04-01-2023,Mall of Istanbul
I297510,C272643,Male,55,Food & Beverage,5,26.15,Credit Card,04-01-2023,Mall of Istanbul
I226876,C226418,Male,49,Clothing,4,1200.32,Debit Card,04-01-2023,Kanyon
I216247,C159005,Male,45,Toys,5,179.2,Credit Card,04-01-2023,Kanyon
I227903,C286483,Female,51,Shoes,3,1800.51,Debit Card,04-01-2023,Metrocity
I211109,C300412,Female,38,Clothing,2,600.16,Credit Card,04-01-2023,Mall of Istanbul
I120240,C227774,Female,48,Toys,2,71.68,Debit Card,04-01-2023,Metropol AVM
I666239,C937840,Male,63,Clothing,1,300.08,Credit Card,04-01-2023,Mall of Istanbul
I243039,C488452,Female,40,Food & Beverage,5,26.15,Credit Card,04-01-2023,Mall of Istanbul
I594324,C235400,Male,27,Souvenir,5,58.65,Cash,04-01-2023,Kanyon
I305333,C214244,Female,40,Technology,2,2100,Credit Card,04-01-2023,Kanyon
I435103,C227932,Female,39,Clothing,4,1200.32,Credit Card,04-01-2023,Metrocity
I197520,C185533,Female,61,Food & Beverage,3,15.69,Cash,04-01-2023,Mall of Istanbul
I120757,C266643,Female,43,Cosmetics,1,40.66,Cash,04-01-2023,Metropol AVM
I164668,C309690,Female,62,Souvenir,1,11.73,Credit Card,04-01-2023,Istinye Park
I178420,C167376,Male,42,Clothing,3,900.24,Cash,04-01-2023,Kanyon
I137825,C311877,Male,53,Clothing,1,300.08,Cash,04-01-2023,Metropol AVM
I204606,C272476,Female,59,Food & Beverage,4,20.92,Credit Card,04-01-2023,Kanyon
I170188,C216833,Female,34,Books,5,75.75,Cash,04-01-2023,Istinye Park
I249283,C167436,Female,55,Cosmetics,1,40.66,Credit Card,04-01-2023,Kanyon
I227960,C316699,Female,34,Books,1,15.15,Credit Card,04-01-2023,Zorlu Center
I935625,C244219,Male,52,Clothing,1,300.08,Credit Card,04-01-2023,Kanyon
I680916,C899952,Female,69,Clothing,2,600.16,Credit Card,04-01-2023,Mall of Istanbul
I147473,C292572,Female,25,Clothing,5,1500.4,Debit Card,04-01-2023,Istinye Park
I117699,C828233,Female,38,Shoes,1,600.17,Credit Card,04-01-2023,Metrocity
I124735,C200402,Male,29,Clothing,2,600.16,Debit Card,04-01-2023,Istinye Park
I282570,C214674,Male,63,Clothing,2,600.16,Cash,04-01-2023,Mall of Istanbul
I337010,C170466,Male,46,Food & Beverage,4,20.92,Credit Card,04-01-2023,Metropol AVM
I158703,C879947,Female,57,Cosmetics,5,203.3,Debit Card,04-01-2023,Kanyon
I397964,C342151,Female,58,Shoes,1,600.17,Credit Card,04-01-2023,Metropol AVM
I102201,C140670,Female,21,Books,1,15.15,Debit Card,04-01-2023,Mall of Istanbul
I158685,C329313,Male,66,Cosmetics,4,162.64,Credit Card,04-01-2023,Kanyon
I370546,C127246,Male,23,Clothing,5,1500.4,Cash,04-01-2023,Kanyon
I175004,C908335,Female,37,Souvenir,5,58.65,Credit Card,04-01-2023,Metropol AVM
I107014,C261310,Male,60,Books,5,75.75,Cash,04-01-2023,Metrocity
I742241,C334622,Female,68,Cosmetics,3,121.98,Credit Card,04-01-2023,Metrocity
I294081,C293917,Female,25,Clothing,1,300.08,Cash,04-01-2023,Mall of Istanbul
I223598,C243347,Male,48,Souvenir,2,23.46,Credit Card,04-01-2023,Mall of Istanbul
I405694,C758541,Male,66,Souvenir,2,23.46,Cash,04-01-2023,Cevahir AVM
I412228,C196633,Female,28,Food & Beverage,2,10.46,Cash,04-01-2023,Metropol AVM
I282565,C158602,Male,27,Clothing,5,1500.4,Credit Card,04-01-2023,Istinye Park
I176041,C261520,Female,43,Books,3,45.45,Cash,04-01-2023,Mall of Istanbul
I338781,C685377,Male,68,Technology,5,5250,Credit Card,04-01-2023,Metrocity
I980905,C810189,Female,44,Clothing,2,600.16,Debit Card,04-01-2023,Cevahir AVM
I633363,C727775,Female,43,Clothing,2,600.16,Credit Card,04-01-2023,Viaport Outlet
I198960,C830453,Female,62,Clothing,1,300.08,Debit Card,04-01-2023,Viaport Outlet
I141244,C766760,Female,48,Clothing,4,1200.32,Cash,04-01-2023,Kanyon
I272353,C130168,Male,24,Shoes,4,2400.68,Credit Card,04-01-2023,Kanyon
I285848,C242683,Male,39,Cosmetics,4,162.64,Cash,04-01-2023,Kanyon
I216732,C329030,Female,35,Food & Beverage,4,20.92,Cash,04-01-2023,Viaport Outlet
I130511,C118877,Female,68,Toys,4,143.36,Cash,04-01-2023,Zorlu Center
I461612,C283907,Female,56,Clothing,3,900.24,Debit Card,04-01-2023,Metropol AVM
I284344,C125800,Female,41,Food & Beverage,5,26.15,Debit Card,05-01-2023,Mall of Istanbul
I148577,C952467,Female,37,Shoes,5,3000.85,Cash,05-01-2023,Metrocity
I106687,C335983,Male,20,Clothing,4,1200.32,Cash,05-01-2023,Metrocity
I959566,C271390,Female,23,Books,3,45.45,Cash,05-01-2023,Mall of Istanbul
I197676,C205872,Male,42,Cosmetics,4,162.64,Credit Card,05-01-2023,Kanyon
I192040,C307765,Female,51,Food & Beverage,5,26.15,Cash,05-01-2023,Kanyon
I300372,C217292,Male,48,Food & Beverage,2,10.46,Debit Card,05-01-2023,Mall of Istanbul
I173884,C175807,Female,35,Cosmetics,5,203.3,Debit Card,05-01-2023,Emaar Square Mall
I289284,C100551,Female,32,Technology,1,1050,Debit Card,05-01-2023,Kanyon
I212454,C141429,Male,35,Clothing,5,1500.4,Credit Card,05-01-2023,Mall of Istanbul
I165074,C202265,Female,59,Toys,1,35.84,Credit Card,05-01-2023,Emaar Square Mall
I207496,C282649,Female,66,Toys,3,107.52,Credit Card,05-01-2023,Metropol AVM
I531514,C392957,Female,23,Food & Beverage,4,20.92,Debit Card,05-01-2023,Istinye Park
I309947,C245187,Male,34,Clothing,1,300.08,Credit Card,05-01-2023,Metrocity
I208562,C110615,Female,56,Shoes,2,1200.34,Cash,05-01-2023,Mall of Istanbul
I270589,C241404,Female,59,Food & Beverage,3,15.69,Debit Card,05-01-2023,Istinye Park
I144967,C128505,Female,19,Shoes,2,1200.34,Credit Card,05-01-2023,Emaar Square Mall
I457685,C280122,Male,69,Clothing,5,1500.4,Credit Card,05-01-2023,Mall of Istanbul
I773492,C761075,Female,28,Clothing,4,1200.32,Cash,05-01-2023,Metrocity
I880451,C251504,Female,37,Food & Beverage,2,10.46,Credit Card,05-01-2023,Zorlu Center
I189632,C182791,Female,20,Toys,1,35.84,Cash,05-01-2023,Mall of Istanbul
I132645,C424910,Male,49,Souvenir,1,11.73,Cash,05-01-2023,Kanyon
I322003,C321663,Male,20,Clothing,5,1500.4,Cash,05-01-2023,Kanyon
I852502,C295200,Female,31,Clothing,2,600.16,Credit Card,05-01-2023,Kanyon
I154910,C525711,Female,68,Cosmetics,5,203.3,Credit Card,05-01-2023,Mall of Istanbul
I400049,C123172,Female,38,Technology,4,4200,Cash,05-01-2023,Metrocity
I265178,C261382,Female,24,Clothing,3,900.24,Debit Card,05-01-2023,Metropol AVM
I108236,C251532,Female,31,Cosmetics,3,121.98,Credit Card,05-01-2023,Mall of Istanbul
I183599,C156878,Female,46,Clothing,4,1200.32,Credit Card,05-01-2023,Metrocity
I172087,C216428,Male,45,Books,3,45.45,Cash,05-01-2023,Viaport Outlet
I116387,C942484,Male,31,Souvenir,5,58.65,Debit Card,05-01-2023,Mall of Istanbul
I105479,C302017,Male,41,Cosmetics,2,81.32,Cash,05-01-2023,Istinye Park
I123641,C109594,Male,40,Books,4,60.6,Cash,05-01-2023,Kanyon
I625684,C276221,Male,28,Clothing,1,300.08,Cash,05-01-2023,Viaport Outlet
I290410,C309305,Male,40,Toys,4,143.36,Debit Card,05-01-2023,Metrocity
I714378,C241035,Male,35,Clothing,3,900.24,Credit Card,05-01-2023,Zorlu Center
I168147,C322625,Female,62,Clothing,1,300.08,Credit Card,05-01-2023,Cevahir AVM
I165889,C436261,Female,58,Toys,5,179.2,Credit Card,05-01-2023,Zorlu Center
I281173,C567142,Female,19,Food & Beverage,2,10.46,Debit Card,05-01-2023,Viaport Outlet
I268491,C280873,Male,46,Food & Beverage,1,5.23,Credit Card,05-01-2023,Mall of Istanbul
I260240,C226294,Female,41,Food & Beverage,3,15.69,Cash,05-01-2023,Kanyon
I119115,C136849,Male,28,Clothing,4,1200.32,Credit Card,05-01-2023,Metrocity
I163778,C307143,Male,43,Shoes,4,2400.68,Debit Card,05-01-2023,Metrocity
I262305,C325338,Male,36,Shoes,4,2400.68,Debit Card,05-01-2023,Metropol AVM
I139741,C156409,Female,20,Clothing,4,1200.32,Credit Card,05-01-2023,Istinye Park
I610234,C160316,Male,28,Shoes,4,2400.68,Cash,05-01-2023,Forum Istanbul
I489141,C241005,Female,30,Technology,4,4200,Cash,05-01-2023,Kanyon
I502252,C301511,Female,57,Clothing,4,1200.32,Debit Card,05-01-2023,Mall of Istanbul
I417511,C321155,Female,66,Clothing,1,300.08,Credit Card,05-01-2023,Istinye Park
I166454,C229827,Female,19,Cosmetics,4,162.64,Cash,05-01-2023,Emaar Square Mall
I238095,C121492,Female,50,Shoes,1,600.17,Cash,05-01-2023,Kanyon
I128484,C211251,Female,24,Clothing,3,900.24,Debit Card,05-01-2023,Metrocity
I664173,C732408,Female,65,Clothing,5,1500.4,Debit Card,05-01-2023,Metropol AVM
I266595,C370386,Male,64,Food & Beverage,4,20.92,Debit Card,05-01-2023,Kanyon
I292848,C312606,Female,33,Cosmetics,3,121.98,Cash,05-01-2023,Metrocity
I304558,C233183,Female,50,Books,5,75.75,Debit Card,05-01-2023,Viaport Outlet
I391515,C299410,Female,63,Cosmetics,4,162.64,Credit Card,05-01-2023,Viaport Outlet
I286945,C149404,Male,41,Shoes,3,1800.51,Cash,05-01-2023,Metrocity
I102773,C287506,Female,35,Cosmetics,1,40.66,Credit Card,05-01-2023,Kanyon
